iter	Accuracy	Logloss
229	1	0.0299421106
230	1	0.02982024985
231	1	0.02977687897
232	1	0.02974121143
233	1	0.02954438055
234	1	0.02934065649
235	1	0.0290492556
236	1	0.02878383777
237	1	0.02856407332
238	1	0.02851406099
239	1	0.02830560619
240	1	0.02819276619
241	1	0.02797091242
242	1	0.02792364742
243	1	0.02774736483
244	1	0.02748915303
245	1	0.02721018625
246	1	0.02682081315
247	1	0.02657208494
248	1	0.02653838991
249	1	0.02636917401
250	1	0.02618523817
251	1	0.02615795721
252	1	0.0259387318
253	1	0.02589094283
254	1	0.02577987338
255	1	0.02563692841
256	1	0.02524845057
257	1	0.02514088455
258	1	0.02501179908
259	1	0.02486260377
260	1	0.02474001572
261	1	0.02467324903
262	1	0.02452608099
263	1	0.02439633531
264	1	0.02430030305
265	1	0.02419307194
266	1	0.02417525447
267	1	0.02383509093
268	1	0.02358970188
269	1	0.02335211803
270	1	0.02330395466
271	1	0.02315902335
272	1	0.02307623523
273	1	0.02286655768
274	1	0.02274209976
275	1	0.02261569948
276	1	0.02259966361
277	1	0.02254512604
278	1	0.022301038
279	1	0.02227981814
280	1	0.02219729543
281	1	0.02207146994
282	1	0.02205767362
283	1	0.02185129337
284	1	0.021557508
285	1	0.02133730162
286	1	0.02118444722
287	1	0.02088880042
288	1	0.02079569251
289	1	0.02055763139
290	1	0.02047884433
291	1	0.02042663416
292	1	0.02035131177
293	1	0.02026191549
294	1	0.02023917056
295	1	0.02019332131
296	1	0.02017535859
297	1	0.01996833283
298	1	0.01993037989
299	1	0.01976756553
300	1	0.01964415327
301	1	0.01961873329
302	1	0.01946197445
303	1	0.01942918439
304	1	0.01936039944
305	1	0.01913528207
306	1	0.01903115392
307	1	0.01893096694
308	1	0.01887709896
309	1	0.01873932566
310	1	0.01868229308
311	1	0.01858798522
312	1	0.01840107085
313	1	0.01824001673
314	1	0.01808031144
315	1	0.01803427869
316	1	0.01799293161
317	1	0.0178611217
318	1	0.01779861617
319	1	0.01772684596
320	1	0.01768902232
321	1	0.0176527832
322	1	0.01762475204
323	1	0.01760905598
324	1	0.01751623236
325	1	0.01744865653
326	1	0.01738443602
327	1	0.01736655457
328	1	0.01727968806
329	1	0.01714444088
330	1	0.017100948
331	1	0.01704526405
332	1	0.01695772315
333	1	0.01686238445
334	1	0.01679511778
335	1	0.01672441787
336	1	0.0166811302
337	1	0.01664309121
338	1	0.01662736719
339	1	0.01660903697
340	1	0.01653682384
341	1	0.01635006698
342	1	0.01622820424
343	1	0.01617268971
344	1	0.01604279561
345	1	0.01595546511
346	1	0.01586646495
347	1	0.01568722589
348	1	0.01564818585
349	1	0.01550807468
350	1	0.0154931961
351	1	0.0154059206
352	1	0.01537601886
353	1	0.01529945049
354	1	0.01525668592
355	1	0.01524368402
356	1	0.01520044346
357	1	0.01504043061
358	1	0.01502111856
359	1	0.01491001145
360	1	0.01472120531
361	1	0.01469217623
362	1	0.01464456665
363	1	0.01463102831
364	1	0.01459104122
365	1	0.01455403437
366	1	0.01439104792
367	1	0.01437404779
368	1	0.01434314419
369	1	0.01417644202
370	1	0.01412722259
371	1	0.01401317817
372	1	0.01394365108
373	1	0.01387646004
374	1	0.01382411546
375	1	0.01381462895
376	1	0.01377093519
377	1	0.01375423059
378	1	0.01368839845
379	1	0.0136716843
380	1	0.01361868399
381	1	0.01360999415
382	1	0.01358557677
383	1	0.01357668677
384	1	0.01355027254
385	1	0.01354099053
386	1	0.01351147579
387	1	0.01348124326
388	1	0.013457663
389	1	0.01343252346
390	1	0.01340886052
391	1	0.0133991201
392	1	0.01337693295
393	1	0.01334954009
394	1	0.01324461884
395	1	0.01322634346
396	1	0.01321925924
397	1	0.01318817611
398	1	0.01315615775
399	1	0.01313622835
400	1	0.01307564661
401	1	0.01301967677
402	1	0.01296781649
403	1	0.0128955042
404	1	0.01281336012
405	1	0.01270833213
406	1	0.01264245703
407	1	0.0125949144
408	1	0.01255825105
409	1	0.01250663887
410	1	0.01249045699
411	1	0.01244623699
412	1	0.01236069484
413	1	0.01224521832
414	1	0.01222064171
415	1	0.01215129756
416	1	0.01208076353
417	1	0.01203383591
418	1	0.01202555056
419	1	0.01200492094
420	1	0.01199153419
421	1	0.01193774456
422	1	0.01193093712
423	1	0.01188677985
424	1	0.01182147612
425	1	0.01179963808
426	1	0.01175298314
427	1	0.0117167642
428	1	0.01167120285
429	1	0.01166127217
430	1	0.01163859823
431	1	0.01157920866
432	1	0.01155304871
433	1	0.01153877703
434	1	0.01151456513
435	1	0.01147273028
436	1	0.01146023705
437	1	0.01144396062
438	1	0.01139232468
439	1	0.01136071172
440	1	0.01134070864
441	1	0.01127647574
442	1	0.01127228903
443	1	0.01126166283
444	1	0.01119353529
445	1	0.01113966137
446	1	0.01110125078
447	1	0.01107542358
448	1	0.01104809092
449	1	0.01104007558
450	1	0.01099793494
451	1	0.0109908851
452	1	0.01095929954
453	1	0.01094574867
454	1	0.01090384841
455	1	0.0108881654
456	1	0.01087226984
457	1	0.01079784781
458	1	0.01075919338
459	1	0.01073151046
460	1	0.01068590199
461	1	0.01060689967
462	1	0.01055567129
463	1	0.01054456712
464	1	0.01053914439
465	1	0.01053550264
466	1	0.01050370932
467	1	0.01044070406
468	1	0.01041164221
469	1	0.01038448155
470	1	0.01037018483
471	1	0.01034396368
472	1	0.01032543804
473	1	0.01027920649
474	1	0.01027203146
475	1	0.01024999935
476	1	0.01021790434
477	1	0.01020903092
478	1	0.01018362688
479	1	0.01010835747
480	1	0.01007336879
481	1	0.01003234955
482	1	0.01001550219
483	1	0.009985559605
484	1	0.00995962327
485	1	0.009921649653
486	1	0.009916681134
487	1	0.00984468967
488	1	0.009827853306
489	1	0.009807268847
490	1	0.00972642361
491	1	0.009721985725
492	1	0.009706549754
493	1	0.009698693309
494	1	0.009646138471
495	1	0.009583204524
496	1	0.009541641375
497	1	0.009528566062
498	1	0.009460085309
499	1	0.009404199902
