iter	Accuracy	Logloss
268	1	0.02290892875
269	1	0.02265284261
270	1	0.02261300703
271	1	0.02236213392
272	1	0.0222045388
273	1	0.02210753626
274	1	0.02206788419
275	1	0.02199475384
276	1	0.02178165216
277	1	0.02172153177
278	1	0.02161203698
279	1	0.02153772064
280	1	0.02132726908
281	1	0.02116722132
282	1	0.0210579621
283	1	0.02104107969
284	1	0.02084134632
285	1	0.02063264879
286	1	0.02053815008
287	1	0.02043967208
288	1	0.02032721631
289	1	0.02032288912
290	1	0.02010293053
291	1	0.02008398941
292	1	0.01996081412
293	1	0.01983916252
294	1	0.01982926176
295	1	0.01980512329
296	1	0.01978255295
297	1	0.01976487034
298	1	0.01970885558
299	1	0.01953046541
300	1	0.01942731382
301	1	0.01933300998
302	1	0.01926395018
303	1	0.01905918931
304	1	0.01882151569
305	1	0.0188081058
306	1	0.01861798152
307	1	0.01849467136
308	1	0.01840998733
309	1	0.01839269528
310	1	0.01828652288
311	1	0.01825386236
312	1	0.01811408836
313	1	0.01801957886
314	1	0.01795118319
315	1	0.01789881907
316	1	0.01785901015
317	1	0.01772623429
318	1	0.01756277982
319	1	0.01741307328
320	1	0.01732270754
321	1	0.01724881923
322	1	0.0171969152
323	1	0.0170269716
324	1	0.0169690368
325	1	0.01682053636
326	1	0.01657384161
327	1	0.01645832814
328	1	0.01629811993
329	1	0.01628444721
330	1	0.01618058687
331	1	0.01616685215
332	1	0.01613832315
333	1	0.01591480664
334	1	0.01586579473
335	1	0.01577764658
336	1	0.01567379173
337	1	0.01553752405
338	1	0.01546696001
339	1	0.0153526178
340	1	0.01521692539
341	1	0.01516985233
342	1	0.01514417657
343	1	0.01499579237
344	1	0.0149810391
345	1	0.01494378706
346	1	0.01482850012
347	1	0.01479320202
348	1	0.01475825956
349	1	0.01465663066
350	1	0.01462985009
351	1	0.01459192855
352	1	0.01454554824
353	1	0.01453596947
354	1	0.01441118995
355	1	0.01437328223
356	1	0.01430183919
357	1	0.01423473826
358	1	0.01422481633
359	1	0.01419023935
360	1	0.01407424621
361	1	0.01405927293
362	1	0.01398989946
363	1	0.01386787009
364	1	0.01375959345
365	1	0.01366869065
366	1	0.01363018486
367	1	0.0136088588
368	1	0.01359145508
369	1	0.01352662368
370	1	0.01340877898
371	1	0.013372133
372	1	0.01330010178
373	1	0.01329038452
374	1	0.01328883106
375	1	0.01322406848
376	1	0.01314644225
377	1	0.01313630758
378	1	0.01305155913
379	1	0.01299116862
380	1	0.01293116413
381	1	0.01292667879
382	1	0.01292482317
383	1	0.01283326276
384	1	0.01282570545
385	1	0.01277743815
386	1	0.01275128252
387	1	0.01268812167
388	1	0.01267621773
389	1	0.01261527579
390	1	0.01259230989
391	1	0.01256797748
392	1	0.01254478053
393	1	0.01245000032
394	1	0.01243800017
395	1	0.01239178475
396	1	0.01236925292
397	1	0.01230822437
398	1	0.01222489352
399	1	0.01220324583
400	1	0.0121724871
401	1	0.01211822879
402	1	0.01205863571
403	1	0.01194858829
404	1	0.01194024566
405	1	0.01187500366
406	1	0.0118425017
407	1	0.01175837594
408	1	0.01166062165
409	1	0.01164846912
410	1	0.01162803302
411	1	0.01161613595
412	1	0.01160802704
413	1	0.01155964916
414	1	0.01153595347
415	1	0.01152970897
416	1	0.01152304772
417	1	0.01148569136
418	1	0.0114343355
419	1	0.01141603981
420	1	0.01135217466
421	1	0.01130228145
422	1	0.01126682264
423	1	0.01121817483
424	1	0.01120005946
425	1	0.01119441239
426	1	0.01116227856
427	1	0.01114582612
428	1	0.01112237248
429	1	0.01111443347
430	1	0.01110867188
431	1	0.01109563173
432	1	0.01107847171
433	1	0.01103801328
434	1	0.01100923568
435	1	0.01094789621
436	1	0.01094112992
437	1	0.01087643922
438	1	0.01083245233
439	1	0.01078441325
440	1	0.01076099725
441	1	0.01075329907
442	1	0.01074832112
443	1	0.01073667954
444	1	0.01068273566
445	1	0.01062023324
446	1	0.01058782515
447	1	0.01056321812
448	1	0.01052043659
449	1	0.01046245816
450	1	0.01044287986
451	1	0.01043006132
452	1	0.01042126694
453	1	0.01039185177
454	1	0.01035195929
455	1	0.01029902281
456	1	0.01029615356
457	1	0.01025225397
458	1	0.01023600946
459	1	0.0101670913
460	1	0.01013550893
461	1	0.01011659585
462	1	0.01010026381
463	1	0.01008247236
464	1	0.0100527485
465	1	0.01002716378
466	1	0.01000505105
467	1	0.009910673139
468	1	0.009884074436
469	1	0.009867696786
470	1	0.009795010091
471	1	0.009758644816
472	1	0.009757233661
473	1	0.009745695633
474	1	0.009737084381
475	1	0.009716244966
476	1	0.009699783022
477	1	0.009698450085
478	1	0.009694695566
479	1	0.009690759109
480	1	0.009639972676
481	1	0.009622710603
482	1	0.009570674292
483	1	0.009549197159
484	1	0.009530373086
485	1	0.009526253853
486	1	0.009463383248
487	1	0.009456752607
488	1	0.009397392588
489	1	0.009391155724
490	1	0.009331346516
491	1	0.009318880981
492	1	0.00931368095
493	1	0.009308264717
494	1	0.009272493967
495	1	0.009247230354
496	1	0.009241337917
497	1	0.009224396873
498	1	0.009193973138
499	1	0.009185416751
