iter	Passed	Remaining
212	3589	4836
213	3606	4820
214	3620	4798
215	3641	4787
216	3656	4768
217	3675	4754
218	3692	4738
219	3710	4721
220	3728	4707
221	3747	4692
222	3760	4671
223	3775	4651
224	3796	4640
225	3816	4627
226	3832	4608
227	3850	4593
228	3877	4588
229	3903	4582
230	3923	4568
231	3945	4557
232	3963	4541
233	3981	4525
234	3996	4506
235	4013	4489
236	4030	4472
237	4049	4457
238	4066	4441
239	4085	4425
240	4095	4401
241	4110	4382
242	4126	4364
243	4143	4347
244	4161	4331
245	4178	4314
246	4194	4296
247	4216	4284
248	4235	4269
249	4251	4251
250	4271	4237
251	4290	4222
252	4308	4205
253	4323	4187
254	4342	4172
255	4360	4155
256	4374	4136
257	4388	4116
258	4407	4100
259	4424	4084
260	4441	4067
261	4457	4048
262	4472	4030
263	4493	4016
264	4508	3998
265	4525	3981
266	4545	3966
267	4560	3947
268	4577	3931
269	4595	3914
270	4615	3900
271	4632	3883
272	4646	3863
273	4663	3846
274	4673	3824
275	4691	3807
276	4709	3791
277	4728	3775
278	4742	3756
279	4757	3738
280	4774	3720
281	4790	3702
282	4805	3684
283	4814	3661
284	4829	3643
285	4844	3625
286	4860	3607
287	4876	3589
288	4890	3570
289	4901	3549
290	4916	3530
291	4929	3511
292	4944	3493
293	4966	3479
294	4987	3465
295	5008	3451
296	5026	3435
297	5052	3424
298	5074	3411
299	5095	3396
300	5109	3377
301	5120	3357
302	5141	3342
303	5159	3326
304	5178	3310
305	5194	3292
306	5210	3275
307	5225	3257
308	5242	3240
309	5258	3223
310	5281	3209
311	5300	3193
312	5317	3176
313	5339	3162
314	5354	3144
315	5369	3126
316	5382	3107
317	5403	3092
318	5421	3075
319	5439	3059
320	5458	3043
321	5471	3024
322	5489	3008
323	5503	2989
324	5520	2972
325	5536	2955
326	5553	2938
327	5571	2921
328	5584	2902
329	5606	2888
330	5625	2872
331	5642	2855
332	5660	2838
333	5676	2821
334	5695	2805
335	5711	2787
336	5730	2771
337	5749	2755
338	5764	2737
339	5776	2718
340	5794	2701
341	5812	2685
342	5829	2668
343	5848	2652
344	5863	2634
345	5875	2615
346	5889	2596
347	5904	2578
348	5924	2563
349	5941	2546
350	5955	2528
351	5971	2510
352	5984	2492
353	6004	2476
354	6021	2459
355	6032	2439
356	6048	2422
357	6073	2408
358	6102	2396
359	6127	2382
360	6156	2370
361	6194	2361
362	6222	2348
363	6257	2337
364	6294	2327
365	6325	2315
366	6358	2304
367	6388	2291
368	6422	2280
369	6462	2270
370	6497	2259
371	6533	2248
372	6566	2235
373	6594	2221
374	6608	2202
375	6626	2185
376	6651	2170
377	6681	2156
378	6701	2139
379	6722	2123
380	6738	2104
381	6750	2085
382	6760	2065
383	6770	2045
384	6794	2029
385	6821	2014
386	6842	1997
387	6860	1980
388	6877	1962
389	6897	1945
390	6914	1927
391	6934	1910
392	6952	1892
393	6971	1875
394	6987	1857
395	7002	1839
396	7016	1820
397	7034	1802
398	7052	1785
399	7068	1767
400	7080	1748
401	7101	1731
402	7116	1712
403	7133	1695
404	7144	1675
405	7158	1657
406	7172	1639
407	7194	1622
408	7215	1605
409	7229	1587
410	7246	1569
411	7265	1551
412	7284	1534
413	7304	1517
414	7321	1499
415	7335	1481
416	7353	1463
417	7372	1446
418	7383	1427
419	7394	1408
420	7412	1390
421	7433	1374
422	7448	1355
423	7462	1337
424	7477	1319
425	7495	1302
426	7512	1284
427	7526	1266
428	7543	1248
429	7552	1229
430	7578	1213
431	7592	1195
432	7603	1176
433	7618	1158
434	7633	1140
435	7647	1122
436	7664	1105
437	7682	1087
438	7715	1072
439	7735	1054
440	7746	1036
441	7764	1018
442	7791	1002
443	7805	984
444	7825	967
445	7843	949
446	7857	931
447	7873	913
448	7891	896
449	7910	878
450	7926	861
451	7947	843
452	7964	826
453	7974	807
454	7990	790
455	8008	772
456	8028	755
457	8047	738
458	8063	720
459	8079	702
460	8096	684
461	8117	667
462	8127	649
463	8143	631
464	8160	614
465	8172	596
466	8187	578
467	8205	561
468	8221	543
469	8239	525
470	8255	508
471	8268	490
472	8284	472
473	8297	455
474	8312	437
475	8326	419
476	8346	402
477	8358	384
478	8366	366
479	8381	349
480	8397	331
481	8419	314
482	8436	296
483	8451	279
484	8468	261
485	8485	244
486	8499	226
487	8514	209
488	8530	191
489	8553	174
490	8570	157
491	8588	139
492	8595	122
493	8628	104
494	8654	87
495	8684	70
496	8700	52
497	8732	35
498	8764	17
499	8786	0
